client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,age_group,client_ref,total_properties_bought,total_investment_value,avg_property_value,max_property_value,avg_floor_area,latest_purchase_date,Apartment,Office,purchase_recency_days,multi_property_buyer_flag,cluster,hierarchical_cluster,buyer_segment
C1113,Individual,Brenda,Martin,,F,USA,Texas,Investment,2,No,Client,56.0,46-60,C1113,4,1162770.88,290692.72,523652.47,942.0350000000001,2025-11-01,3,1,150,1,1,3,Global Investors
C1114,Individual,Cheryl,Wood,1992-02-04,F,USA,California,Personal Use,3,No,Website,34.0,31-45,C1114,3,872825.73,290941.91,367529.08,1072.7266666666667,2024-10-01,3,0,546,1,2,0,Corporate Buyers
C1115,Individual,Joseph,Bell,,M,USA,Colorado,Personal Use,3,Yes,Agency,56.0,46-60,C1115,3,1054599.19,351533.0633333333,472546.53,1108.9966666666667,2025-06-01,3,0,303,1,1,0,Global Investors
C1116,Individual,Angela,Freeman,,F,USA,California,Personal Use,1,Yes,Agency,56.0,46-60,C1116,3,766951.9500000001,255650.65000000002,294707.51,879.3433333333332,2025-02-01,2,1,423,1,2,3,Corporate Buyers
C1117,Individual,Rebecca,Patterson,,F,Mexico,Mexico City,Personal Use,5,Yes,Website,56.0,46-60,C1117,4,1149629.49,287407.3725,410756.82,1047.99,2025-09-01,3,1,211,1,1,0,Global Investors
C1118,Corporate,Caldera,Co,,M,UK,Scotland,Investment,2,Yes,Website,56.0,46-60,C1118,3,859368.99,286456.33,401356.84,983.3166666666666,2024-09-01,3,0,576,1,2,1,Corporate Buyers
C1119,Individual,Larry,Green,,M,USA,Oregon,Personal Use,1,Yes,Website,56.0,46-60,C1119,3,938703.6599999999,312901.22,394144.56,949.9033333333333,2025-01-01,3,0,454,1,2,0,Corporate Buyers
C1120,Individual,Kathleen,Carter,,F,USA,Arizona,Personal Use,1,No,Website,56.0,46-60,C1120,4,1371211.29,342802.8225,436572.8,1123.6174999999998,2025-02-01,4,0,423,1,2,0,Corporate Buyers
C1121,Individual,Carolyn,Gray,1985-06-02,F,USA,California,Personal Use,1,No,Client,41.0,31-45,C1121,3,1014661.78,338220.5933333333,568008.79,1124.5,2024-12-01,2,1,485,1,2,0,Corporate Buyers
C1122,Individual,Judith,Evans,1942-10-04,F,USA,California,Personal Use,4,No,Website,84.0,60+,C1122,4,1558949.2,389737.3,625903.82,1208.8775,2025-11-01,4,0,150,1,3,0,Luxury Investors
C1123,Individual,Robert,Pierce,1951-03-11,M,USA,Virginia,Personal Use,5,No,Agency,75.0,60+,C1123,3,1241771.44,413923.8133333333,581087.19,1283.7066666666667,2025-12-01,3,0,120,1,3,0,Luxury Investors
C1124,Individual,Sharon,Murray,1976-02-04,F,USA,Oregon,Investment,5,Yes,Website,50.0,46-60,C1124,4,1272190.01,318047.5025,531100.09,1040.8899999999999,2025-03-01,4,0,395,1,2,0,Corporate Buyers
C1125,Individual,Ronald,Price,1941-02-03,M,USA,Oregon,Personal Use,3,No,Agency,85.0,60+,C1125,3,1186907.08,395635.69333333336,440465.95,1332.34,2025-09-01,1,2,211,1,3,0,Luxury Investors
C1126,Corporate,Elara,Co,,M,USA,Virginia,Personal Use,1,Yes,Website,56.0,46-60,C1126,3,893488.2,297829.39999999997,440625.12,1015.9399999999999,2024-07-01,2,1,638,1,2,1,Corporate Buyers
C1127,Individual,Ann,Cooper,,F,UK,England,Investment,1,No,Website,56.0,46-60,C1127,3,838728.4,279576.13333333336,309658.36,932.37,2025-10-01,2,1,181,1,1,0,Global Investors
C1128,Individual,Brian,Montgomery,1983-12-05,M,USA,California,Investment,1,No,Website,43.0,31-45,C1128,3,1186634.53,395544.8433333333,467492.04,1330.8533333333332,2025-07-01,3,0,273,1,3,1,Luxury Investors
C1129,Individual,Martha,Hansen,1945-09-03,F,USA,Colorado,Investment,5,No,Agency,81.0,60+,C1129,4,1463125.26,365781.315,507394.76,1219.4375,2025-04-01,4,0,364,1,3,0,Luxury Investors
C1130,Individual,Tiffany,Parker,1987-03-01,F,USA,Arizona,Personal Use,5,No,Website,39.0,31-45,C1130,4,1326217.01,331554.2525,678504.41,1009.23,2025-10-01,2,2,181,1,1,0,Global Investors
C1131,Individual,Cheryl,Kim,,F,USA,California,Investment,3,No,Website,56.0,46-60,C1131,3,1210500.79,403500.26333333337,581631.78,1317.7333333333333,2024-10-01,3,0,546,1,2,1,Corporate Buyers
C1132,Individual,Terry,Roberts,,M,USA,New York,Personal Use,2,Yes,Website,56.0,46-60,C1132,3,1383901.27,461300.42333333334,574927.34,1448.82,2025-08-01,3,0,242,1,3,1,Luxury Investors
C1133,Individual,Jason,Hansen,,M,USA,Oregon,Investment,3,No,Website,56.0,46-60,C1133,4,1427019.92,356754.98,502325.67,1210.7375000000002,2025-11-01,4,0,150,1,3,0,Luxury Investors
C1134,Individual,Dorothy,Bennett,1943-10-10,F,USA,California,Investment,1,No,Website,83.0,60+,C1134,4,1088583.78,272145.945,453416.1,905.0375,2025-12-01,2,2,120,1,1,0,Global Investors
C1135,Individual,Melissa,Phillips,,F,Russia,Moscow Oblast,Investment,5,Yes,Client,56.0,46-60,C1135,3,1186082.75,395360.9166666667,484226.87,1303.4733333333334,2024-10-01,3,0,546,1,2,1,Corporate Buyers
C1136,Individual,Shirley,Weaver,,F,USA,California,Personal Use,3,Yes,Agency,56.0,46-60,C1136,3,1016844.64,338948.2133333333,430426.11,1023.8800000000001,2025-10-01,2,1,181,1,1,0,Global Investors
C1137,Individual,Carol,Price,,F,USA,Nevada,Personal Use,4,Yes,Agency,56.0,46-60,C1137,3,1114902.43,371634.1433333333,554352.77,1140.1733333333334,2025-10-01,3,0,181,1,1,0,Global Investors
C1138,Individual,George,Green,,M,USA,Oregon,Personal Use,1,No,Website,56.0,46-60,C1138,3,840602.9199999999,280200.9733333333,348889.77,952.0733333333334,2024-03-01,3,0,760,1,2,3,Corporate Buyers
C1139,Individual,Tiffany,Green,1996-03-03,F,USA,California,Personal Use,4,Yes,Client,30.0,18-30,C1139,3,1297382.59,432460.86333333334,568773.25,1439.256666666667,2025-08-01,2,1,242,1,3,0,Luxury Investors
C1140,Individual,Billy,Jackson,1976-07-01,M,USA,Florida,Personal Use,1,Yes,Website,50.0,46-60,C1140,3,1275809.71,425269.9033333333,551828.54,1277.2733333333333,2025-12-01,2,1,120,1,3,1,Luxury Investors
C1141,Individual,Kimberly,Montgomery,,F,USA,Arizona,Investment,3,No,Website,56.0,46-60,C1141,3,990242.33,330080.7766666667,436787.87,1101.55,2025-12-01,3,0,120,1,1,3,Global Investors
C1142,Individual,Julia,Hughes,1948-03-10,F,USA,Colorado,Personal Use,2,Yes,Agency,78.0,60+,C1142,4,1492680.13,373170.0325,492869.13,1222.37,2024-12-01,4,0,485,1,2,0,Corporate Buyers
C1143,Individual,Michael,Garcia,1994-09-10,M,USA,Arizona,Personal Use,2,Yes,Website,32.0,31-45,C1143,3,1108329.67,369443.2233333333,404667.67,1343.8166666666666,2025-10-01,2,1,181,1,3,0,Luxury Investors
C1144,Individual,Diane,Young,1978-11-10,F,USA,Georgia,Investment,4,No,Client,48.0,46-60,C1144,4,1244666.12,311166.53,494178.87,1027.0725,2024-09-01,4,0,576,1,2,3,Corporate Buyers
C1145,Individual,Ethan,King,1993-04-04,M,USA,Nevada,Personal Use,5,No,Website,33.0,31-45,C1145,3,1118850.31,372950.10333333333,568314.74,1267.4066666666668,2025-09-01,3,0,211,1,3,0,Luxury Investors
C1146,Individual,Richard,Weaver,,M,USA,California,Investment,2,No,Website,56.0,46-60,C1146,3,1037824.43,345941.4766666667,565819.26,1136.0866666666668,2025-10-01,2,1,181,1,1,0,Global Investors
C1147,Individual,Brittany,Edwards,1978-02-09,F,USA,Utah,Personal Use,3,No,Website,48.0,46-60,C1147,3,905314.84,301771.61333333334,555067.12,1010.5300000000001,2025-09-01,3,0,211,1,1,3,Global Investors
C1148,Individual,Joshua,Rogers,,M,Australia,New South Wales,Personal Use,1,Yes,Agency,56.0,46-60,C1148,3,1083677.57,361225.8566666667,523867.62,1221.3833333333334,2025-01-01,3,0,454,1,2,1,Corporate Buyers
C1149,Individual,Kimberly,Thomas,1980-03-06,F,Russia,Tatarstan,Personal Use,3,No,Agency,46.0,46-60,C1149,4,1277449.99,319362.4975,484921.76,1053.27,2025-03-01,4,0,395,1,2,0,Corporate Buyers
C1150,Individual,Tiffany,Cook,1992-11-08,F,USA,Nevada,Investment,4,No,Agency,34.0,31-45,C1150,3,1476970.3,492323.43333333335,523968.19,1550.1266666666668,2025-11-01,3,0,150,1,3,0,Luxury Investors
C1151,Individual,Tyler,Anderson,,M,USA,Arizona,Investment,2,No,Website,56.0,46-60,C1151,4,1760000.3399999999,440000.08499999996,545707.37,1350.2175,2024-12-01,4,0,485,1,3,1,Luxury Investors
C1152,Individual,Jason,Williams,,M,USA,Georgia,Personal Use,1,No,Website,56.0,46-60,C1152,4,1654928.32,413732.08,585559.25,1374.585,2025-05-01,4,0,334,1,3,1,Luxury Investors
C1153,Individual,Scott,Sanders,,M,USA,California,Personal Use,1,No,Website,56.0,46-60,C1153,3,1007630.0,335876.6666666667,492913.41,1170.3533333333332,2025-09-01,2,1,211,1,1,0,Global Investors
C1154,Individual,Jerry,Brown,1956-07-12,M,USA,Utah,Personal Use,5,Yes,Agency,70.0,60+,C1154,4,1373889.96,343472.49,518104.03,1135.325,2025-10-01,4,0,181,1,1,0,Global Investors
C1155,Individual,William,Young,1977-03-03,M,USA,California,Personal Use,5,No,Website,49.0,46-60,C1155,3,1577625.0,525875.0,589821.06,1679.1066666666666,2025-11-01,2,1,150,1,3,1,Luxury Investors
C1156,Individual,Dorothy,Kim,,F,USA,Virginia,Personal Use,4,No,Agency,56.0,46-60,C1156,3,859956.66,286652.22000000003,441602.33,1008.13,2025-11-01,3,0,150,1,1,3,Global Investors
C1157,Individual,Kenneth,Davis,1944-11-02,M,Canada,Alberta,Investment,2,No,Website,82.0,60+,C1157,4,894080.38,223520.095,329573.31,716.4525,2025-09-01,4,0,211,1,1,0,Global Investors
C1158,Individual,Joan,Pierce,,F,USA,California,Investment,2,No,Website,56.0,46-60,C1158,3,941360.29,313786.76333333337,596516.36,972.0533333333333,2025-05-01,2,1,334,1,2,3,Corporate Buyers
C1159,Individual,Gerald,Howard,,M,USA,Nevada,Investment,1,Yes,Website,56.0,46-60,C1159,3,1170550.92,390183.63999999996,558548.42,1175.6833333333334,2025-09-01,2,1,211,1,3,0,Luxury Investors
C1160,Individual,Walter,Griffin,,M,USA,Florida,Personal Use,2,Yes,Website,56.0,46-60,C1160,4,1359425.8599999999,339856.46499999997,510079.55,1101.9875,2025-01-01,3,1,454,1,2,3,Corporate Buyers
C1161,Individual,Stephen,White,1994-02-12,M,Canada,Alberta,Investment,3,Yes,Website,32.0,31-45,C1161,4,2022416.31,505604.0775,724345.49,1486.3274999999999,2024-11-01,3,1,515,1,3,0,Luxury Investors
C1162,Individual,Charles,Nelson,,M,USA,California,Investment,2,No,Website,56.0,46-60,C1162,4,1116223.63,279055.9075,446838.6,872.6800000000001,2025-04-01,4,0,364,1,1,3,Global Investors
C1163,Individual,Noah,Morales,,M,USA,California,Personal Use,3,Yes,Website,56.0,46-60,C1163,4,1202709.18,300677.295,498755.52,1059.8375,2025-07-01,2,2,273,1,1,3,Global Investors
C1164,Individual,Emma,Watson,1968-04-11,F,Belgium,Wallonia,Personal Use,3,Yes,Agency,58.0,46-60,C1164,4,1315287.03,328821.7575,411818.69,1169.615,2025-12-01,2,2,120,1,1,0,Global Investors
C1165,Individual,Victoria,Alexander,,F,Russia,Moscow Oblast,Personal Use,1,No,Website,56.0,46-60,C1165,3,970705.3999999999,323568.4666666666,509155.44,1079.9266666666665,2025-12-01,3,0,120,1,1,0,Global Investors
C1166,Individual,Scott,Hall,,M,USA,New York,Investment,1,No,Website,56.0,46-60,C1166,4,1163601.79,290900.4475,408434.17,939.4875,2024-11-01,4,0,515,1,2,3,Corporate Buyers
C1167,Individual,Kevin,Alexander,,M,UK,Scotland,Personal Use,3,No,Website,56.0,46-60,C1167,3,1163104.83,387701.61000000004,662126.19,1193.7733333333333,2025-08-01,2,1,242,1,3,0,Luxury Investors
C1168,Individual,Brittany,Reyes,,F,Germany,Hamburg,Personal Use,2,Yes,Agency,56.0,46-60,C1168,4,1081069.19,270267.2975,382048.18,901.245,2024-12-01,4,0,485,1,2,3,Corporate Buyers
C1169,Individual,Noah,Bryant,1994-01-05,M,Russia,Saint Petersburg,Personal Use,5,Yes,Agency,32.0,31-45,C1169,4,900300.22,225075.055,269707.97,832.615,2025-02-01,3,1,423,1,1,0,Global Investors
C1170,Individual,Amanda,Collins,1990-02-09,F,USA,Nevada,Personal Use,1,Yes,Website,36.0,31-45,C1170,4,1165955.62,291488.905,366328.69,1009.9325,2024-12-01,3,1,485,1,2,0,Corporate Buyers
C1171,Individual,Anna,Patterson,,F,USA,California,Investment,4,Yes,Website,56.0,46-60,C1171,4,1561809.25,390452.3125,527403.68,1276.9875,2025-11-01,4,0,150,1,3,1,Luxury Investors
C1172,Individual,Victoria,Freeman,1942-11-05,F,USA,Nevada,Personal Use,5,No,Website,84.0,60+,C1172,4,1240274.79,310068.6975,454693.74,990.4475,2025-05-01,3,1,334,1,1,0,Global Investors
C1173,Individual,Cheryl,Price,1984-11-02,F,Canada,Manitoba,Investment,1,No,Website,42.0,31-45,C1173,4,1261072.17,315268.0425,468922.65,1014.9825,2025-08-01,4,0,242,1,1,0,Global Investors
C1174,Individual,Kenneth,White,1982-07-06,M,USA,Nevada,Personal Use,2,No,Agency,44.0,31-45,C1174,4,1414798.99,353699.7475,446099.24,1244.8049999999998,2025-10-01,3,1,181,1,3,0,Luxury Investors
C1175,Individual,Evelyn,Long,,F,USA,California,Personal Use,2,No,Website,56.0,46-60,C1175,4,1766232.62,441558.155,675388.05,1449.3775,2025-10-01,4,0,181,1,3,1,Luxury Investors
C1176,Individual,Lauren,Baker,1975-06-03,F,USA,California,Investment,4,Yes,Agency,51.0,46-60,C1176,3,1003328.89,334442.9633333333,441387.41,1170.3533333333332,2024-10-01,1,2,546,1,2,1,Corporate Buyers
C1177,Individual,Larry,Sanders,1998-09-05,M,USA,California,Investment,2,No,Agency,28.0,18-30,C1177,4,1047224.2699999999,261806.06749999998,321100.73,816.1600000000001,2024-08-01,2,2,607,1,2,0,Corporate Buyers
C1178,Individual,Jessica,Richardson,,F,USA,California,Personal Use,1,No,Agency,56.0,46-60,C1178,3,744651.07,248217.02333333332,390678.42,801.46,2025-01-01,3,0,454,1,2,3,Corporate Buyers
C1179,Individual,Melissa,Anderson,1991-02-09,F,USA,California,Personal Use,4,No,Agency,35.0,31-45,C1179,3,848152.02,282717.34,361461.89,1045.8666666666668,2024-11-01,3,0,515,1,2,0,Corporate Buyers
C1180,Individual,Deborah,Miller,1995-07-11,F,Belgium,Brussels,Personal Use,2,Yes,Website,31.0,31-45,C1180,4,1111089.24,277772.31,413510.38,1050.5725,2025-12-01,3,1,120,1,1,0,Global Investors
C1181,Individual,Judith,Hansen,,F,USA,Nevada,Investment,5,No,Website,56.0,46-60,C1181,3,743723.3099999999,247907.77,352725.16,939.3299999999999,2025-06-01,3,0,303,1,1,3,Global Investors
C1182,Individual,Christopher,Murray,1961-03-11,M,Germany,Bavaria,Investment,3,Yes,Website,65.0,60+,C1182,4,1522183.38,380545.845,539392.07,1269.065,2025-07-01,4,0,273,1,3,0,Luxury Investors
C1183,Individual,Carl,Rogers,,M,USA,Arizona,Investment,1,No,Website,56.0,46-60,C1183,4,1364593.88,341148.47,546764.12,1088.3825,2025-11-01,4,0,150,1,1,0,Global Investors
C1184,Individual,David,Nelson,,M,France,Ile-de-France,Personal Use,2,No,Website,56.0,46-60,C1184,3,500255.63,166751.87666666668,202634.18,624.2366666666667,2025-08-01,2,1,242,1,1,3,Global Investors
C1185,Individual,Ronald,Peterson,,M,USA,California,Personal Use,3,No,Website,56.0,46-60,C1185,4,1218570.99,304642.7475,388613.55,1029.9125,2025-06-01,4,0,303,1,1,0,Global Investors
C1186,Individual,Victoria,Bennett,,F,USA,Nevada,Personal Use,3,Yes,Website,56.0,46-60,C1186,3,1141153.96,380384.6533333333,585004.16,1221.6766666666665,2025-01-01,2,1,454,1,2,1,Corporate Buyers
C1187,Individual,Melissa,Pierce,,F,USA,Nevada,Personal Use,4,No,Website,56.0,46-60,C1187,3,1097539.23,365846.41,564972.81,1092.5066666666667,2025-03-01,3,0,395,1,2,0,Corporate Buyers
C1188,Individual,Matthew,White,1995-11-01,M,Canada,Alberta,Personal Use,1,No,Client,31.0,31-45,C1188,4,1437535.25,359383.8125,581530.71,1190.4075,2025-11-01,2,2,150,1,1,0,Global Investors
C1189,Individual,Peter,Alexander,,M,USA,Florida,Personal Use,2,Yes,Client,56.0,46-60,C1189,4,1180295.09,295073.7725,382331.32,989.2175,2025-04-01,2,2,364,1,1,3,Global Investors
C1190,Individual,Sandra,Baker,1946-08-04,F,USA,Texas,Personal Use,4,No,Client,80.0,60+,C1190,4,1358669.02,339667.255,495056.58,1115.61,2025-09-01,4,0,211,1,1,0,Global Investors
C1191,Individual,Mary,Cox,,F,USA,California,Investment,3,No,Website,56.0,46-60,C1191,3,1095538.81,365179.60333333333,409260.76,1357.1933333333334,2025-09-01,2,1,211,1,3,0,Luxury Investors
C1192,Individual,Adam,Jones,2000-01-05,M,USA,Florida,Personal Use,5,No,Website,26.0,18-30,C1192,4,1111237.94,277809.485,462493.65,941.135,2025-11-01,2,2,150,1,1,0,Global Investors
C1193,Individual,Amy,Owens,,F,UK,England,Personal Use,1,No,Website,56.0,46-60,C1193,4,946796.24,236699.06,360341.5,716.4525,2025-02-01,2,2,423,1,2,3,Corporate Buyers
C1194,Individual,Melissa,Brooks,,F,USA,Colorado,Personal Use,1,No,Website,56.0,46-60,C1194,3,1084957.53,361652.51,431485.71,1263.8633333333335,2025-12-01,2,1,120,1,1,0,Global Investors
C1195,Individual,Anna,Pierce,1990-06-07,F,USA,California,Personal Use,4,Yes,Agency,36.0,31-45,C1195,4,1118238.91,279559.7275,475030.73,910.925,2025-07-01,3,1,273,1,1,0,Global Investors
C1196,Individual,William,Freeman,1955-09-03,M,USA,Nevada,Personal Use,2,No,Agency,71.0,60+,C1196,4,1731153.76,432788.44,588124.15,1356.32,2025-11-01,4,0,150,1,3,0,Luxury Investors
C1197,Individual,Deborah,Roberts,1959-04-10,F,USA,Arizona,Personal Use,4,No,Website,67.0,60+,C1197,3,1439595.57,479865.19,584272.04,1471.4466666666667,2024-09-01,3,0,576,1,3,1,Luxury Investors
C1198,Individual,Lisa,Young,,F,USA,New York,Personal Use,1,No,Agency,56.0,46-60,C1198,3,1415391.5899999999,471797.1966666666,674268.09,1493.243333333333,2025-04-01,2,1,364,1,3,1,Luxury Investors
C1199,Individual,Justin,Campbell,1943-03-03,M,USA,Colorado,Personal Use,2,No,Website,83.0,60+,C1199,4,1013002.89,253250.7225,367400.47,910.2925,2025-04-01,3,1,364,1,1,3,Global Investors
C1200,Individual,Henry,Taylor,1969-11-03,M,USA,Utah,Personal Use,4,No,Agency,57.0,46-60,C1200,4,1789601.3299999998,447400.33249999996,635580.39,1422.9925,2025-10-01,3,1,181,1,3,0,Luxury Investors
C1201,Individual,Timothy,Stewart,,M,USA,Oregon,Investment,1,Yes,Website,56.0,46-60,C1201,4,1063833.91,265958.4775,353358.62,896.2525,2025-09-01,4,0,211,1,1,0,Global Investors
C1202,Corporate,Telnox,Co,1985-05-09,M,Canada,Quebec,Investment,5,Yes,Website,41.0,31-45,C1202,4,1527115.1600000001,381778.79000000004,581236.54,1263.775,2025-08-01,4,0,242,1,3,0,Luxury Investors
C1203,Individual,Ashley,Green,,F,USA,Arizona,Personal Use,2,Yes,Website,56.0,46-60,C1203,3,1083378.55,361126.18333333335,437211.33,1329.57,2024-10-01,2,1,546,1,2,1,Corporate Buyers
C1204,Individual,William,Reed,1992-04-03,M,Mexico,Puebla,Investment,2,Yes,Website,34.0,31-45,C1204,3,1231356.24,410452.08,603910.96,1280.28,2025-03-01,3,0,395,1,3,0,Luxury Investors
C1205,Individual,Patrick,Pierce,,M,Belgium,Flanders,Personal Use,4,No,Website,56.0,46-60,C1205,3,968123.38,322707.79333333333,498260.56,1076.69,2025-12-01,3,0,120,1,1,3,Global Investors
C1206,Individual,Melissa,Baker,1957-12-09,F,USA,California,Investment,5,No,Website,69.0,60+,C1206,3,941726.19,313908.73,396440.12,1140.3999999999999,2025-10-01,3,0,181,1,1,0,Global Investors
C1207,Individual,Lauren,Price,,F,USA,Texas,Personal Use,5,Yes,Agency,56.0,46-60,C1207,4,1084392.98,271098.245,328706.37,1010.095,2025-09-01,3,1,211,1,1,0,Global Investors
C1208,Individual,Noah,Ward,,M,USA,Colorado,Personal Use,1,No,Website,56.0,46-60,C1208,3,1277019.82,425673.2733333334,561711.27,1477.03,2025-07-01,2,1,273,1,3,1,Luxury Investors
C1209,Individual,Tiffany,Kim,1978-07-01,F,USA,California,Personal Use,4,Yes,Website,48.0,46-60,C1209,4,1201633.01,300408.2525,401888.63,1123.3175,2025-09-01,4,0,211,1,1,0,Global Investors
C1210,Individual,Dennis,Cox,1991-06-04,M,USA,California,Investment,1,No,Website,35.0,31-45,C1210,4,1146800.83,286700.2075,409323.23,897.47,2025-03-01,3,1,395,1,1,3,Global Investors
C1211,Individual,Kathleen,Owens,1996-07-10,F,Canada,British Columbia,Personal Use,5,Yes,Website,30.0,18-30,C1211,4,1447927.02,361981.755,457810.49,1167.105,2025-10-01,4,0,181,1,1,0,Global Investors
C1212,Individual,Lawrence,Gray,1957-07-11,M,USA,California,Personal Use,1,No,Agency,69.0,60+,C1212,4,1052290.76,263072.69,396779.8,904.0100000000001,2024-12-01,4,0,485,1,2,3,Corporate Buyers
C1213,Individual,Ruth,Martin,1993-08-06,F,Canada,Manitoba,Personal Use,5,No,Website,33.0,31-45,C1213,3,829461.56,276487.1866666667,351625.35,899.9899999999999,2025-08-01,3,0,242,1,1,0,Global Investors
C1214,Individual,Jennifer,Peterson,2000-08-10,F,USA,Florida,Personal Use,1,No,Agency,26.0,18-30,C1214,4,1725018.4100000001,431254.60250000004,563581.06,1446.1125,2025-11-01,4,0,150,1,3,0,Luxury Investors
C1215,Individual,Charles,Patterson,,M,USA,California,Personal Use,3,No,Website,56.0,46-60,C1215,3,1140423.3800000001,380141.1266666667,664530.42,1104.51,2024-12-01,1,2,485,1,2,1,Corporate Buyers
C1216,Individual,Martha,Jordan,1997-07-10,F,France,Normandy,Personal Use,4,No,Website,29.0,18-30,C1216,3,1191384.37,397128.12333333335,551096.05,1464.8466666666666,2025-12-01,3,0,120,1,3,0,Luxury Investors
C1217,Individual,William,Carter,1997-01-05,M,USA,California,Investment,4,Yes,Website,29.0,18-30,C1217,3,1007204.78,335734.9266666667,461132.81,1186.4366666666667,2025-09-01,3,0,211,1,1,0,Global Investors
C1218,Individual,Teresa,Smith,,F,USA,California,Personal Use,1,Yes,Website,56.0,46-60,C1218,4,1308613.5699999998,327153.39249999996,449085.55,1121.525,2025-09-01,4,0,211,1,1,0,Global Investors
C1219,Individual,Danielle,Howard,1983-12-06,F,USA,Arizona,Personal Use,1,Yes,Website,43.0,31-45,C1219,3,867409.27,289136.42333333334,430666.39,1074.6233333333332,2025-05-01,3,0,334,1,1,0,Global Investors
C1220,Individual,Christina,Martin,1967-09-08,F,USA,Colorado,Investment,4,Yes,Website,59.0,46-60,C1220,4,1471199.75,367799.9375,508492.43,1254.045,2025-09-01,3,1,211,1,3,1,Luxury Investors
C1221,Individual,Cynthia,Thomas,,F,USA,Nevada,Investment,2,No,Agency,56.0,46-60,C1221,3,1354868.93,451622.9766666666,506860.65,1565.3233333333335,2025-07-01,3,0,273,1,3,1,Luxury Investors
C1222,Individual,Christopher,Taylor,1969-01-07,M,USA,Utah,Personal Use,4,No,Website,57.0,46-60,C1222,3,1319349.8599999999,439783.2866666666,626423.06,1362.3833333333334,2024-10-01,3,0,546,1,3,1,Luxury Investors
C1223,Individual,Sharon,Stone,,F,USA,Washington,Personal Use,4,No,Website,56.0,46-60,C1223,3,1072582.78,357527.5933333333,403699.08,1369.7300000000002,2025-05-01,3,0,334,1,3,0,Luxury Investors
C1224,Individual,Paul,Carter,,M,USA,New York,Investment,5,Yes,Client,56.0,46-60,C1224,3,827238.27,275746.09,432388.36,964.2666666666665,2024-04-01,3,0,729,1,2,3,Corporate Buyers
C1225,Individual,Larry,James,1990-11-10,M,USA,Oregon,Personal Use,2,No,Website,36.0,31-45,C1225,3,1122587.7,374195.89999999997,606790.94,1168.3366666666668,2025-09-01,2,1,211,1,1,0,Global Investors
C1226,Individual,Michael,Sanders,1989-05-01,M,USA,Utah,Personal Use,4,No,Website,37.0,31-45,C1226,3,972596.1300000001,324198.71,413286.53,1082.8966666666668,2024-10-01,3,0,546,1,2,0,Corporate Buyers
C1227,Individual,Alexander,Reyes,,M,USA,Colorado,Personal Use,3,Yes,Agency,56.0,46-60,C1227,4,2151534.73,537883.6825,627385.67,1676.3825,2024-12-01,4,0,485,1,3,1,Luxury Investors
C1228,Individual,Joseph,Howard,1954-07-07,M,USA,California,Personal Use,2,No,Website,72.0,60+,C1228,3,1058718.77,352906.25666666665,508674.8,1124.5,2025-02-01,3,0,423,1,2,0,Corporate Buyers
C1229,Individual,Madison,Reyes,1994-11-02,F,UK,Scotland,Personal Use,1,Yes,Website,32.0,31-45,C1229,3,1185126.78,395042.26,556269.12,1303.4733333333334,2024-07-01,3,0,638,1,2,1,Corporate Buyers
C1230,Individual,Lawrence,Parker,,M,USA,California,Personal Use,5,No,Client,56.0,46-60,C1230,3,759973.15,253324.38333333333,341233.68,801.46,2025-10-01,1,2,181,1,1,3,Global Investors
C1231,Individual,Betty,Carter,1954-12-09,F,USA,California,Personal Use,2,No,Agency,72.0,60+,C1231,3,859705.1699999999,286568.38999999996,372010.36,922.6666666666666,2025-08-01,1,2,242,1,1,3,Global Investors
C1232,Individual,Mary,Jackson,,F,Canada,British Columbia,Personal Use,3,No,Website,56.0,46-60,C1232,4,1527373.03,381843.2575,516863.32,1173.8125,2025-09-01,4,0,211,1,3,0,Luxury Investors
C1233,Individual,Brian,Scott,1979-08-05,M,USA,Utah,Personal Use,4,No,Website,47.0,46-60,C1233,3,936287.8,312095.93333333335,421407.86,1078.7866666666666,2025-09-01,3,0,211,1,1,3,Global Investors
C1234,Individual,Karen,King,,F,USA,Colorado,Investment,1,No,Website,56.0,46-60,C1234,4,1463190.28,365797.57,539693.29,1278.045,2025-12-01,4,0,120,1,3,0,Luxury Investors
C1235,Individual,Michael,Morales,,M,USA,Arizona,Personal Use,2,No,Website,56.0,46-60,C1235,4,1271344.1099999999,317836.02749999997,611112.1,1025.3225,2025-02-01,3,1,423,1,2,0,Corporate Buyers
C1236,Individual,Brandon,Cook,,M,USA,Arizona,Personal Use,4,Yes,Website,56.0,46-60,C1236,4,1747766.02,436941.505,560683.85,1415.4825,2024-09-01,4,0,576,1,3,1,Luxury Investors
C1237,Individual,Helen,Cook,,F,UK,Wales,Investment,4,Yes,Website,56.0,46-60,C1237,3,688233.74,229411.24666666667,340807.81,775.5666666666666,2025-05-01,2,1,334,1,1,3,Global Investors
C1238,Individual,Joshua,Bennett,,M,USA,Nevada,Personal Use,1,Yes,Agency,56.0,46-60,C1238,4,1648873.57,412218.3925,524988.7,1343.6575,2025-06-01,4,0,303,1,3,1,Luxury Investors
C1239,Individual,Catherine,Adams,1953-02-07,F,USA,Oregon,Personal Use,3,No,Agency,73.0,60+,C1239,4,1457041.08,364260.27,555539.4,1114.2125,2025-09-01,4,0,211,1,1,0,Global Investors
